Name	Length	NumReads	NumReads	NumReads
BgISR7-03094	390	176	305.282	228
BgISR7-03095	240	0	0.2	0
BgISR7-03096	390	344	775.718	466
BgISR7-03097	1515	29	86	37
BgISR7-03098	981	1	5	3
BgISR7-03099	1809	89	216	128
BgISR7-03100	1332	37	62	43
BgISR7-03101	1224	19	45	22
BgISR7-03102	840	10	28	14
BgISR7-03103	1101	0	1	0
BgISR7-03104	606	9	30	11
BgISR7-03105	1062	3	10	4.31301
BgISR7-03106	366	2	0	1
BgISR7-03107	72	0	0	0
BgISR7-03108	51	0	0	0
BgISR7-03109	1134	37	71	64
BgISR7-03110	1071	1.38936	2	3.73565
BgISR7-03111	1773	111	168	148
BgISR7-03112	2211	53	74	72
BgISR7-03113	258	107	182	116
BgISR7-03114	303	22	42	29
BgISR7-03115	900	5	8	2
BgISR7-03116	1095	1.97004	0.622746	5.26037
BgISR7-03117	1431	19	22	17
BgISR7-03118	147	21	18	16
BgISR7-03119	6	0	0	0
BgISR7-03120	1095	1.97004	0.622746	5.26037
BgISR7-03121	189	0.947898	1.6887	2.94926
BgISR7-03122	1098	2	0	2.02919
BgISR7-03123	90	2	4	5
BgISR7-03124	312	0	1	0
BgISR7-03125	1095	1.97004	0.622746	5.26037
BgISR7-03126	4149	72	93	77
BgISR7-03127	1269	24	44	28
BgISR7-03128	327	0	0	0
BgISR7-03129	1371	11.1745	26.8587	5.64071
BgISR7-03130	1095	0	14.0389	0
BgISR7-03131	2445	16	28	19
BgISR7-03132	1158	20.5261	52.2341	35.9701
BgISR7-03133	1449	34	51	51.5595
BgISR7-03134	1425	13	50	34
BgISR7-03135	1095	0	0	0
BgISR7-03136	720	10	27	25
BgISR7-03137	1728	1093	2039	1430
BgISR7-03138	372	3	7	4
BgISR7-03139	30	0	0	0
BgISR7-03140	531	61	109	76
BgISR7-03141	459	2	13	8
BgISR7-03142	441	55.3813	86.24	62.448
BgISR7-03143	327	0	0	0
BgISR7-03144	438	88.6187	142.76	108.552
BgISR7-03145	1086	1	0	0
BgISR7-03146	468	256	469	331
BgISR7-03147	546	116	222	167
BgISR7-03148	444	11	31	23
BgISR7-03149	498	88.6332	166	117
BgISR7-03150	573	65.3668	116	76
BgISR7-03151	885	1	7	2
BgISR7-03152	444	33	72	47
BgISR7-03153	12	0	0	0
BgISR7-03154	444	2	17	4
BgISR7-03155	444	2	2	4
BgISR7-03156	330	7	14	17
BgISR7-03157	987	10	22.6331	3.88505
BgISR7-03158	2838	52	87	62
BgISR7-03159	2682	88	158	88
BgISR7-03160	462	0	3	0
BgISR7-03161	87	0	0	0
BgISR7-03162	960	20	28	28
BgISR7-03163	1050	29	49	32
BgISR7-03164	1644	184	358	212
BgISR7-03165	1257	16	46	49
BgISR7-03166	195	0	0	0
BgISR7-03167	939	15	19	14
BgISR7-03168	879	98	166	88
BgISR7-03169	1008	10	20	9
BgISR7-03170	3111	18	59	33
BgISR7-03171	894	1252	2229	1569
BgISR7-03172	3375	23	53	37
BgISR7-03173	1677	19	30	31
BgISR7-03174	1170	41	58	22
BgISR7-03175	1665	62	114	73
BgISR7-03176	447	0	5	0
BgISR7-03177	714	0	0	0
BgISR7-03178	1254	3	5.71631	5
BgISR7-03179	1263	2	2.28369	0
BgISR7-03180	1653	12	33	25
BgISR7-03181	333	0	2	2
BgISR7-03182	1194	6	4	11
BgISR7-03183	2100	141	299	166
BgISR7-03184	981	5	7	4
BgISR7-03185	327	0	0	0
BgISR7-03186	2679	8	12	10
BgISR7-03187	4266	21.044	44.9927	25.7566
BgISR7-03188	2253	18	38	28
BgISR7-03189	1029	0	1.7675	0
BgISR7-03190	327	0	2.93156	1.5
BgISR7-03191	336	0	2	0
BgISR7-03192	315	1	0	2.5
BgISR7-03193	51	0	0	0
BgISR7-03194	2232	26.6681	43.6867	20.9543
BgISR7-03195	219	2	0	0.5
BgISR7-03196	327	0	0	0
BgISR7-03197	654	0	0	0
BgISR7-03198	198	0	1	0
BgISR7-03199	324	8	24.5443	20
BgISR7-03200	219	2	0	0.5
BgISR7-03201	2259	15.6967	39.1797	15.7463
BgISR7-03202	342	0	0	0
BgISR7-03203	144	0	0	0
BgISR7-03204	2259	3.8264	32.5356	13.8287
BgISR7-03205	63	0	0	0
BgISR7-03206	315	1	0	2.5
BgISR7-03207	360	36	75	44
BgISR7-03208	543	0.138431	6	0.787059
BgISR7-03209	327	0	0	0
BgISR7-03210	327	0	0	0
BgISR7-03211	318	1	2	3
BgISR7-03212	1995	11.5015	21.9981	40.7491
BgISR7-03213	42	0	0	0
BgISR7-03214	1995	33.0901	59.7581	18.7667
BgISR7-03215	1995	16.5451	9.19355	15.6389
BgISR7-03216	1995	11.4347	36.1512	14.8929
BgISR7-03217	171	0	0	1
BgISR7-03218	144	0	0	0
BgISR7-03219	564	2	3	0
BgISR7-03220	144	0	0	0
BgISR7-03221	873	0	0	0
BgISR7-03222	1404	5	21.2476	11
BgISR7-03223	792	6	5.85889	6.47059
BgISR7-03224	1218	2	3	1.07801
BgISR7-03225	144	0	0	0
BgISR7-03226	144	0	0	0
BgISR7-03227	330	1	10	3
BgISR7-03228	1995	0	6.88069	7.80936
BgISR7-03229	3615	36	73	51
BgISR7-03230	2226	5	18	13
BgISR7-03231	42	0	0	0
BgISR7-03232	657	2	2	2
BgISR7-03233	21	0	0	0
BgISR7-03234	2769	36.2449	31.9302	26.3248
BgISR7-03235	2223	8	6	4
BgISR7-03236	573	54	83	60
BgISR7-03237	2769	27.1837	74.6581	46.1954
BgISR7-03238	2256	6	15	6
BgISR7-03239	75	0	0	0
BgISR7-03240	846	0	0	3
BgISR7-03241	1317	3	2	0
BgISR7-03242	87	0	0	0
BgISR7-03243	1458	17	34	10
BgISR7-03244	2763	4.90449	25.0663	22.1056
BgISR7-03245	2763	11.7577	28.3566	23.9261
BgISR7-03246	2763	9.69771	25.3427	21.6042
BgISR7-03247	2763	7.64006	35.4841	13.3641
BgISR7-03248	942	0	1	0
BgISR7-03249	837	0	0	0
BgISR7-03250	207	0	0	0
BgISR7-03251	246	0	2	0
BgISR7-03252	1839	7.11816	3.50609	0
BgISR7-03253	165	0.727273	0.53719	0.636364
BgISR7-03254	2247	5	6.04505	4
BgISR7-03255	2763	22	60.5396	24
BgISR7-03256	2763	11	0.00523578	24
BgISR7-03257	2070	0	0	1
BgISR7-03258	2256	5	6	0
BgISR7-03259	2259	27	59.4404	19
BgISR7-03260	69	6	9	2
BgISR7-03261	1551	3	4.20546	4.80043
BgISR7-03262	2253	0	4.2083	1.10381
BgISR7-03263	1554	0	0	1.19957
BgISR7-03264	2757	5.44736	7.7917	11.8962
BgISR7-03265	2292	1.55264	0	0
BgISR7-03266	2292	10.2515	30	12.2983
BgISR7-03267	258	0	0	0
BgISR7-03268	705	0	6	1
BgISR7-03269	327	3	6	1
BgISR7-03270	2292	30.511	41.7493	28.9361
BgISR7-03271	2322	50.2375	113.555	89.5541
BgISR7-03272	153	0	0	0
BgISR7-03273	12	0	0	0
BgISR7-03274	705	0	0	0
BgISR7-03275	369	39	123	74
BgISR7-03276	312	0	0	0
BgISR7-03277	201	0	0	0
BgISR7-03278	327	42	93	57
BgISR7-03279	1515	0	0	0
BgISR7-03280	933	0	5	1
BgISR7-03281	249	0	1	0
BgISR7-03282	372	0	4	3
BgISR7-03283	2247	13	28.2102	10.2115
BgISR7-03284	327	35	85	53
BgISR7-03285	348	6	13	7
BgISR7-03286	813	0	0	0
BgISR7-03287	420	0	0	0
BgISR7-03288	504	2	6	0
BgISR7-03289	39	0	0	0
BgISR7-03290	702	0	2.05926	0
BgISR7-03291	633	0	0	0
BgISR7-03292	2649	15.5868	50.9688	23.6199
BgISR7-03293	2232	1	10.3023	12
BgISR7-03294	357	4	40	24
BgISR7-03295	348	0	0	0
BgISR7-03296	78	0	0	0
BgISR7-03297	438	0	0	0
BgISR7-03298	351	1	2	1
BgISR7-03299	207	0	0	0
BgISR7-03300	1539	9	28	14
BgISR7-03301	87	0	1	0
BgISR7-03302	2769	10.5714	33.4117	13.4798
BgISR7-03303	2310	18	24.6977	31
BgISR7-03304	105	0	0	0
BgISR7-03305	543	9	10	11
BgISR7-03306	231	0	0	0
BgISR7-03307	96	0	0	0
BgISR7-03308	132	0	1	0
BgISR7-03309	393	106	209	141
BgISR7-03310	1296	35	64	46
BgISR7-03311	780	0	0	0
BgISR7-03312	189	0	0	0
BgISR7-03313	501	18	30.8849	28.5809
BgISR7-03314	6420	0	6.30786	5.2739
BgISR7-03315	1167	8	7	9
BgISR7-03316	1596	73	127	83
BgISR7-03317	84	0	0	0
BgISR7-03318	951	13	31	9
BgISR7-03319	2673	42	91	58
BgISR7-03320	954	13	21	15
BgISR7-03321	1947	52	99	64
BgISR7-03322	1077	22	55	39
BgISR7-03323	2532	15	24	19
BgISR7-03324	771	89	162	104
BgISR7-03325	4302	0.220382	16.6352	23.8975
BgISR7-03326	1599	120	187	139
BgISR7-03327	234	0	0	0
BgISR7-03328	357	0	0	0
BgISR7-03329	2136	49	87.8174	66.7673
BgISR7-03330	1695	0	4.99816	5.0356
BgISR7-03331	414	1	0	0
BgISR7-03332	150	0	0	0
BgISR7-03333	462	0	3	7
BgISR7-03334	1764	1	7.18446	13.1971
BgISR7-03335	2979	3.08781	14.5701	14.3327
BgISR7-03336	75	0	0	0
BgISR7-03337	972	0	0	0
BgISR7-03338	144	0	3	1
BgISR7-03339	2100	135	215	152
BgISR7-03340	99	0	0	0
BgISR7-03341	225	3.42857	0	2.7666
BgISR7-03342	99	0	0	0
BgISR7-03343	402	0	0	0
BgISR7-03344	321	0	0	0
BgISR7-03345	300	0	0	0
BgISR7-03346	129	0	0	0
BgISR7-03347	1986	22.7778	14.8696	7.09677
BgISR7-03348	6420	16.4917	7.09647	25.2806
BgISR7-03349	1638	0	1	0
BgISR7-03350	1986	18.2222	42.1304	36.9032
BgISR7-03351	129	0	0	0
BgISR7-03352	372	0	0	0
BgISR7-03353	519	0	1	0
BgISR7-03354	249	0	9.3632	8
BgISR7-03355	225	0	0	0
BgISR7-03356	195	3.2	1.2355	1.60145
BgISR7-03357	99	0	0	0
BgISR7-03358	693	26	45	31
BgISR7-03359	9714	19	59	29
BgISR7-03360	903	10	29	16
BgISR7-03361	1389	8	22	9
BgISR7-03362	393	25	26	15
BgISR7-03363	171	4	5	6
BgISR7-03364	765	8	6	13
BgISR7-03365	255	0	3	0
BgISR7-03366	1335	36	95	85
BgISR7-03367	1746	44	77	72
BgISR7-03368	432	23	50	41
BgISR7-03369	165	0	0	0
BgISR7-03370	654	2	3	0
BgISR7-03371	75	1	0	0
BgISR7-03372	960	12	38	38
BgISR7-03373	276	0	0	0
BgISR7-03374	306	54	93	68
BgISR7-03375	162	0	0	0
BgISR7-03376	843	18	34	30
BgISR7-03377	309	19	34	12
BgISR7-03378	522	35	64	38
BgISR7-03379	1710	26	47	30
BgISR7-03380	177	0	1	0
BgISR7-03381	1473	149	204	151
BgISR7-03382	1449	68	110	80
BgISR7-03383	1953	42	88	47
BgISR7-03384	366	3.5	3.13743	2.375
BgISR7-03385	930	16	36	21
BgISR7-03386	2838	27	28	16
BgISR7-03387	579	113	201	122
BgISR7-03388	1815	10	12	20
BgISR7-03389	174	30	73	74
BgISR7-03390	888	41	75	61
BgISR7-03391	1518	0	3	6
BgISR7-03392	909	70	122	96
BgISR7-03393	1050	29	57	38
BgISR7-03394	174	0	0	0
BgISR7-03395	5004	62	91	64
BgISR7-03396	1011	36	105	54
BgISR7-03397	1497	45	84	47
BgISR7-03398	843	17	29	24
BgISR7-03399	1179	59	126	91
BgISR7-03400	3195	21	56	25
BgISR7-03401	1200	7	29	21
BgISR7-03402	744	16	45	25
BgISR7-03403	1248	42	72	50
BgISR7-03404	2334	83	140	99
BgISR7-03405	930	39	81	32
BgISR7-03406	2670	33	89	48
BgISR7-03407	942	22	48	41
BgISR7-03408	906	20	54	29
BgISR7-03409	558	0	0	0
BgISR7-03410	789	0	0	1.01174
BgISR7-03411	3189	25	50	29
BgISR7-03412	1635	24	47	40
BgISR7-03413	1626	23	38	32
BgISR7-03414	651	24	63	29
BgISR7-03415	2046	48	95	73
BgISR7-03416	1908	40	85	43
BgISR7-03417	1914	48	83	66
BgISR7-03418	153	0	0	0
BgISR7-03419	3468	77	128	79
BgISR7-03420	1074	55	82	74
BgISR7-03421	432	7	17.7457	6
BgISR7-03422	327	0	3.4269	2.94223
BgISR7-03423	219	0	0	0
BgISR7-03424	3039	15	35	34
BgISR7-03425	1149	0	3	3
BgISR7-03426	540	6	22	7
BgISR7-03427	591	23	19	16
BgISR7-03428	468	29	45	19
BgISR7-03429	1539	124	262	158
BgISR7-03430	120	0	0	0
BgISR7-03431	2130	542	966	727
BgISR7-03432	6420	0	38.1204	0.00930644
BgISR7-03433	1878	72	191	127
BgISR7-03434	2691	76	134	105
BgISR7-03435	960	22	40	17
BgISR7-03436	2646	20	33	36
BgISR7-03437	549	9	21	13
BgISR7-03438	2139	6	12	9
BgISR7-03439	3282	61	141	94
BgISR7-03440	2409	31	57	31
BgISR7-03441	1473	73	163	112
BgISR7-03442	165	0.727273	0.53719	0.636364
BgISR7-03443	4302	0	0	0
BgISR7-03444	54	0	0	0
BgISR7-03445	153	0	0	0
BgISR7-03446	426	0	0	0
BgISR7-03447	654	0	0	0
BgISR7-03448	2295	62	78	71
BgISR7-03449	2487	49	41	34
BgISR7-03450	183	0	0	0
BgISR7-03451	69	0	0	0
BgISR7-03452	1383	37	76	54
BgISR7-03453	1455	74	145	69
BgISR7-03454	615	30	66	26
BgISR7-03455	1146	17	52	25
BgISR7-03456	165	0	0	0
BgISR7-03457	3585	91	136	80
BgISR7-03458	1401	439	930	598
BgISR7-03459	2445	102	182	116
BgISR7-03460	4269	0	0	0
BgISR7-03461	228	2	5	7
BgISR7-03462	1851	52	94	70
BgISR7-03463	3105	26	42	25
BgISR7-03464	804	16	38	23
BgISR7-03465	1407	36	61	41
BgISR7-03466	327	6	16	10
BgISR7-03467	585	55	76	61
BgISR7-03468	90	0	0	0
BgISR7-03469	3711	64	187	118
BgISR7-03470	1365	1.17589	7.00685	0
BgISR7-03471	300	0	4.07244	4.6081
BgISR7-03472	354	0	0	0
BgISR7-03473	279	0	0	0
BgISR7-03474	855	0	5	2
BgISR7-03475	1266	14	25	20
BgISR7-03476	693	65	198	101
BgISR7-03477	2058	23	64	23
BgISR7-03478	1746	46	68	67
BgISR7-03479	582	52	118	59
BgISR7-03480	2322	153	251	229
BgISR7-03481	1734	40	88	69
BgISR7-03482	1260	7	18	12
BgISR7-03483	522	6	18	16
BgISR7-03484	1389	14	29	20
BgISR7-03485	1074	8	37	8
BgISR7-03486	768	6	17	14
BgISR7-03487	366	17	28	27
BgISR7-03488	852	11	28	31
BgISR7-03489	1005	24	30	14
BgISR7-03490	1419	3	5	0
BgISR7-03491	2022	14	39	20
BgISR7-03492	396	533	977	667
BgISR7-03493	693	4	11	4
BgISR7-03494	372	32	40	32
BgISR7-03495	366	0	7	4
BgISR7-03496	468	1110	2074	1497
BgISR7-03497	318	378	731	447
BgISR7-03498	951	24	36	25
BgISR7-03499	1332	20	22	16
BgISR7-03500	780	28	53	32
BgISR7-03501	1812	28	83	35
BgISR7-03502	627	92	179	136
BgISR7-03503	1623	37	55	31
BgISR7-03504	3336	63	94	58
BgISR7-03505	1047	11	21	13
BgISR7-03506	159	0	0	0
BgISR7-03507	1122	18	39	23
BgISR7-03508	1488	23	31	29
BgISR7-03509	693	10	28	12
BgISR7-03510	2001	118	197	135
BgISR7-03511	1170	46	89	53
BgISR7-03512	1674	180	333	226
BgISR7-03513	747	0	0	0
BgISR7-03514	42	0	0	0
BgISR7-03515	903	203	407	270
BgISR7-03516	4410	50	128	84
BgISR7-03517	84	0	0	0
BgISR7-03518	1380	34	78	47
BgISR7-03519	2598	40	99	53
BgISR7-03520	651	4	10	1
BgISR7-03521	714	2	17	1
BgISR7-03522	1038	40	61	49
BgISR7-03523	534	1	0	0
BgISR7-03524	3798	83	94	88
BgISR7-03525	1197	33	71	35
BgISR7-03526	327	3.15311	8.78819	2.94223
BgISR7-03527	1449	15	37	14
BgISR7-03528	1842	19	62	60
BgISR7-03529	1692	29	45	37
BgISR7-03530	1812	24	59	33
BgISR7-03531	324	4	1	0
BgISR7-03532	273	16.5	36.5	18.5
BgISR7-03533	180	1	7	1
BgISR7-03534	273	16.5	36.5	18.5
BgISR7-03535	2085	323	597	407
BgISR7-03536	1620	11	26	10
BgISR7-03537	111	0	0	0
BgISR7-03538	1026	12	39	14
BgISR7-03539	831	8	17	9
BgISR7-03540	3159	110	129	112
BgISR7-03541	750	0	0	1
BgISR7-03542	1806	0	3	1
BgISR7-03543	477	6	13	24
BgISR7-03544	456	38	98	76
BgISR7-03545	1536	96	175	121
BgISR7-03546	198	89	175	106
BgISR7-03547	861	21	34	16
BgISR7-03548	2178	42	50	39
BgISR7-03549	2952	26	50	37
BgISR7-03550	1458	37	55	39
BgISR7-03551	915	10	8	10
BgISR7-03552	102	0	0	0
BgISR7-03553	279	0	2	0
BgISR7-03554	582	1	4.18047	2.0728
BgISR7-03555	96	0	0	0
BgISR7-03556	660	10	22	7
BgISR7-03557	573	420	911	605
BgISR7-03558	303	1	0	0
BgISR7-03559	342	96	111	92
BgISR7-03560	636	0	0	0
BgISR7-03561	414	238	473	259
BgISR7-03562	327	1	2	1
BgISR7-03563	294	0	6	2.69881
BgISR7-03564	426	7.73177	17.3993	23.7719
BgISR7-03565	429	237	599	352
BgISR7-03566	1095	0	0	3.38295
BgISR7-03567	408	144	288	169
BgISR7-03568	819	0	0	1.03845
BgISR7-03569	1314	1	1.41344	4.73576
BgISR7-03570	705	0	0	0
BgISR7-03571	870	76	168	101
BgISR7-03572	993	62	68	44
BgISR7-03573	636	2	0	0
BgISR7-03574	819	0	3.12292	1.03845
BgISR7-03575	189	1	4	1.53395
BgISR7-03576	309	12	32	15
BgISR7-03577	309	5	9	9
BgISR7-03578	4302	4.09597	27.8817	12.7024
BgISR7-03579	165	0.727273	0.53719	0.636364
BgISR7-03580	489	0	0	0
BgISR7-03581	432	9	30	26
BgISR7-03582	168	4	13	7
BgISR7-03583	2898	81	180	132
BgISR7-03584	3240	202	288	214
BgISR7-03585	1590	127	279	200
BgISR7-03586	2061	20	61	23
BgISR7-03587	225	3.42857	0.5	2.7666
BgISR7-03588	114	0	0	0
BgISR7-03589	654	1	1	1
BgISR7-03590	228	0	0	0
BgISR7-03591	1419	28	44	28
BgISR7-03592	375	729	1406	807
BgISR7-03593	375	19	59	45
BgISR7-03594	2598	166	304	182
BgISR7-03595	1656	26	54	25
BgISR7-03596	18	0	0	0
BgISR7-03597	2910	54	118	83
BgISR7-03598	1122	25	66	34
BgISR7-03599	1398	8	30	16
BgISR7-03600	144	76	149	92
BgISR7-03601	2724	151	287	197
BgISR7-03602	408	5	7	2
BgISR7-03603	4332	23	43	26
BgISR7-03604	1830	45	103	62
BgISR7-03605	1548	46	92	78
BgISR7-03606	3366	29	50	28
BgISR7-03607	1614	318	648	469
BgISR7-03608	3804	10	34	20
BgISR7-03609	1458	74	180	114
BgISR7-03610	642	1143	2184	1349
BgISR7-03611	597	7	27	20
BgISR7-03612	225	2	2	0
BgISR7-03613	891	4	14	5
BgISR7-03614	1638	7	19	15
BgISR7-03615	2604	35	66	53
BgISR7-03616	1461	26	32	20
BgISR7-03617	1563	12	43	14
BgISR7-03618	666	29	83	39
BgISR7-03619	528	36	59	41
BgISR7-03620	600	54	124	74
BgISR7-03621	1332	31	68	55
BgISR7-03622	3546	96	191	115
BgISR7-03623	1011	197	376	220
BgISR7-03624	1980	21	36	19
BgISR7-03625	66	0	0	0
BgISR7-03626	297	0	1	3
BgISR7-03627	3186	23	44	34
BgISR7-03628	1392	31	62	32
BgISR7-03629	1281	450	880	561
BgISR7-03630	162	0	0	0
BgISR7-03631	1356	33	79	35
BgISR7-03632	285	20	38	13
BgISR7-03633	843	57	113	87
BgISR7-03634	555	0	1	0
BgISR7-03635	294	0	0	0
BgISR7-03636	1284	11	25	16
BgISR7-03637	1389	64	120	54
BgISR7-03638	3201	74	142	112
BgISR7-03639	873	32	62	47
BgISR7-03640	1065	9	17	15
BgISR7-03641	765	17	34	14
BgISR7-03642	1371	13	20	18
BgISR7-03643	1305	83	144	90
BgISR7-03644	1308	36	88	68
BgISR7-03645	1800	106	275	160
BgISR7-03646	2205	41	65	41
BgISR7-03647	96	0	0	0
BgISR7-03648	132	4	6	2
BgISR7-03649	825	10	48	9
BgISR7-03650	177	3	11	3
BgISR7-03651	792	29	27	14
BgISR7-03652	969	24	48	23
BgISR7-03653	2211	24	88	42
BgISR7-03654	2058	9	32	11
BgISR7-03655	2148	27	65	53
BgISR7-03656	1305	8	16	7
BgISR7-03657	1071	12	4	3
BgISR7-03658	1347	19	32	27
BgISR7-03659	624	226	439	273
BgISR7-03660	684	28	71	37
BgISR7-03661	1764	74	159	96
BgISR7-03662	2148	46	74	46
BgISR7-03663	813	18	46	34
BgISR7-03664	1413	33	57	47
BgISR7-03665	1596	2	10	11
BgISR7-03666	504	4	7	3
BgISR7-03667	747	1	1	3
BgISR7-03668	2184	42	59	47
BgISR7-03669	1209	29	31	39
BgISR7-03670	1533	34	40	32
BgISR7-03671	1281	21	39	19
BgISR7-03672	2016	34	64	36
BgISR7-03673	159	0	0	0
BgISR7-03674	1029	106	204	149
BgISR7-03675	87	0	0	0
BgISR7-03676	834	0	14	9
BgISR7-03677	402	511	970	640
BgISR7-03678	222	3	5	0
BgISR7-03679	69	1	0	0
BgISR7-03680	582	142	222	170
BgISR7-03681	867	41	73	47
BgISR7-03682	666	0	2	0
BgISR7-03683	744	0	1	0
BgISR7-03684	1038	23	36	16
BgISR7-03685	387	61	150	81
BgISR7-03686	216	1	3	2
BgISR7-03687	3807	5.18258	8.42548	6.99803
BgISR7-03688	48	6	7	2
BgISR7-03689	1758	13	15	17
BgISR7-03690	1446	7	40	13
BgISR7-03691	363	0	0	2
BgISR7-03692	765	32	68	52
BgISR7-03693	1059	20	37	17
BgISR7-03694	66	0	3	0
BgISR7-03695	1323	89	194	114
BgISR7-03696	1251	39	50	34
BgISR7-03697	501	0	0	0
BgISR7-03698	1560	86	145	89
BgISR7-03699	2019	51	78	66
BgISR7-03700	915	7	8	4
BgISR7-03701	42	0	0	0
BgISR7-03702	1230	1	4	1
BgISR7-03703	948	25	34	20
BgISR7-03704	141	2	0	1
BgISR7-03705	1161	66	103	71
BgISR7-03706	1245	1	5	1
BgISR7-03707	99	0	0.25	0
BgISR7-03708	297	25	39	21
BgISR7-03709	810	10	18	5
BgISR7-03710	423	2	0	2
BgISR7-03711	996	21	34	35
BgISR7-03712	2535	172	405	249
BgISR7-03713	861	12	6	12
BgISR7-03714	1170	57	69	42
BgISR7-03715	240	25	45	25
BgISR7-03716	978	10	5	7
BgISR7-03717	534	4	4	4
BgISR7-03718	354	0	0	1
BgISR7-03719	1209	7	7	4
BgISR7-03720	1440	70	119	95
BgISR7-03721	183	0	0	0
BgISR7-03722	1287	16	32	26
BgISR7-03723	591	1	0	0
BgISR7-03724	1629	44	99	72
BgISR7-03725	441	735	1292	897
BgISR7-03726	1404	59	106	73
BgISR7-03727	1203	16	42	25
BgISR7-03728	1407	25	38	29
BgISR7-03729	5127	91	150	138
BgISR7-03730	1467	18	47	27
BgISR7-03731	618	20	46	48
BgISR7-03732	1101	3	3	7
BgISR7-03733	243	1	3	4
BgISR7-03734	1698	0	0	0
BgISR7-03735	549	56	116	66
BgISR7-03736	1404	106	197	128
BgISR7-03737	1065	18	50	20
BgISR7-03738	4731	85	164	108
BgISR7-03739	729	0	0	3
BgISR7-03740	903	17	38	25
BgISR7-03741	1128	22	50	29
BgISR7-03742	1179	13	31	16
BgISR7-03743	1800	17	27	28
BgISR7-03744	657	124	224	118
BgISR7-03745	1536	8	20	25
BgISR7-03746	4551	19.6716	34.9055	39.1605
BgISR7-03747	1800	0	0	0
BgISR7-03748	573	0	0	0
BgISR7-03749	282	0	0	0
BgISR7-03750	180	0	0	0
BgISR7-03751	354	3	2	1
BgISR7-03752	1179	20	42	38
BgISR7-03753	537	23	14	7
BgISR7-03754	726	19	10	15
BgISR7-03755	2862	109	209	143
BgISR7-03756	69	0	0	0
BgISR7-03757	102	0	0	0
BgISR7-03758	159	0	8	4
BgISR7-03759	1071	0	0	4
BgISR7-03760	54	0	0	0
BgISR7-03761	165	25.5	4.46154	3.14286
BgISR7-03762	1824	41	71	46
BgISR7-03763	3123	52	103	60
BgISR7-03764	1824	41	71	46
BgISR7-03765	3705	49	114	66
BgISR7-03766	165	2.83333	17.8462	6.28571
BgISR7-03767	1392	3	7	8
BgISR7-03768	165	2.83333	17.8462	6.28571
BgISR7-03769	150	0	0	0
BgISR7-03770	1260	27	54	60
BgISR7-03771	1158	98	208	155
BgISR7-03772	318	2	9	1
BgISR7-03773	1620	47	87	61
BgISR7-03774	1257	11.0048	16.3168	7.58453
BgISR7-03775	261	8	23	15
BgISR7-03776	357	10	43	30
BgISR7-03777	1023	10	3	7
BgISR7-03778	321	89	151	128
BgISR7-03779	1713	62	84	70
BgISR7-03780	2433	64	151	97
BgISR7-03781	2529	25	56	21
BgISR7-03782	483	4	8	12
BgISR7-03783	342	0	0	0
BgISR7-03784	1851	28	83	48
BgISR7-03785	696	49	52	52
BgISR7-03786	489	17	31	30
BgISR7-03787	3810	26	59	30
BgISR7-03788	1413	50	113	93
BgISR7-03789	48	0	0	0
BgISR7-03790	123	0	0	0
BgISR7-03791	2043	18	40	21
BgISR7-03792	1488	80	147	100
BgISR7-03793	882	8	8	4
BgISR7-03794	729	78	121	108
BgISR7-03795	1197	108	235	135
BgISR7-03796	2976	70	121	100
BgISR7-03797	612	15	34	24
BgISR7-03798	870	0	0	0
BgISR7-03799	1740	0	6	0
BgISR7-03800	1113	3	7	3
BgISR7-03801	1263	74	117	99
BgISR7-03802	96	0	0	0
BgISR7-03803	1668	39	84	73
BgISR7-03804	390	317	512	343
BgISR7-03805	81	0	1	0
BgISR7-03806	192	6	8	3
BgISR7-03807	1677	18	50	25
BgISR7-03808	261	5	5	16
BgISR7-03809	939	31	41	26
BgISR7-03810	480	12	20	23
BgISR7-03811	3315	44	66	54
BgISR7-03812	330	4	7.48052	0
BgISR7-03813	336	0.5	0	3
BgISR7-03814	312	2	7	2
BgISR7-03815	480	2	0	3
BgISR7-03816	2232	22	49	35
BgISR7-03817	126	0	0	0
BgISR7-03818	2640	51	82	46
BgISR7-03819	210	5	7	2
BgISR7-03820	1971	993	868	887
BgISR7-03821	468	1	1	1
BgISR7-03822	1662	411	763	508
BgISR7-03823	657	0	0	0
BgISR7-03824	3693	105	214	145
BgISR7-03825	468	1	1	1
BgISR7-03826	552	21	44	46
BgISR7-03827	708	6	2	0
BgISR7-03828	1620	36	47	45
BgISR7-03829	300	23	43	33
BgISR7-03830	2325	50	68	60
BgISR7-03831	609	14	29	21
BgISR7-03832	375	504	1003	712
BgISR7-03833	1095	59	114	74
BgISR7-03834	861	47	43	31
BgISR7-03835	3447	48	94	53
BgISR7-03836	135	0	0	0
BgISR7-03837	243	0	0	1
BgISR7-03838	390	0	0	0
BgISR7-03839	390	2.5	1	2.5
BgISR7-03840	390	2.5	1	2.5
BgISR7-03841	390	0	2	2
BgISR7-03842	72	0	0	0
BgISR7-03843	102	0	0	0
BgISR7-03844	444	0	0	0
BgISR7-03845	1962	49	78	44
BgISR7-03846	345	4	4	3
BgISR7-03847	405	46	63	42.5
BgISR7-03848	405	46	63	42.5
BgISR7-03849	2079	28	58	17
BgISR7-03850	312	32	40	22
BgISR7-03851	189	1	4	2
BgISR7-03852	1479	32	95	59
BgISR7-03853	735	33	77	35
BgISR7-03854	945	8	28	15
